id,tier,route,method,path,dependency,mode,realism,faultedCallIndex,seed,userId,ip,status,bodyClass,errorCode,errorMessage,durationMs,upstreamCalls,faultedCalls,faultedDependencyReached,leak,baselineStatus,expected,verdict,recoverability,preludeStatuses
matrix:evaluation_trials:rest:network_error,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,rest,network_error,high,,fi-v1:matrix:evaluation_trials:rest:network_error,8ef1cd5e-d24a-4307-87f7-0c1aa83f0b8d,10.9.203.120,503,generic_error,,Consent status is temporarily unavailable. Please try again.,7005.6,10,4,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
matrix:evaluation_trials:rest:malformed_json,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,rest,malformed_json,medium,,fi-v1:matrix:evaluation_trials:rest:malformed_json,ae80ca16-164e-48a0-928d-d2574af99573,10.63.255.155,503,generic_error,,Consent status is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
matrix:evaluation_trials:rest:wrong_shape,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,rest,wrong_shape,low,,fi-v1:matrix:evaluation_trials:rest:wrong_shape,76d42a91-bb73-4d0b-8921-6d98b3cca842,10.8.2.106,500,generic_error,,Something went wrong. Please try again.,0.7,7,1,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",unhandled_500,retryable,
matrix:evaluation_trials:rest:empty_body,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,rest,empty_body,medium,,fi-v1:matrix:evaluation_trials:rest:empty_body,061c0989-9b49-4928-8250-0da4f8697782,10.17.140.74,403,coded_error,evaluation.consent_inactive,evaluation_telemetry consent is not active for this account; trials are not accepted.,0.7,7,1,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,client_shows_error,
matrix:evaluation_trials:rest:hang,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,rest,hang,high,,fi-v1:matrix:evaluation_trials:rest:hang,dcfecc2f-1927-48f7-a26c-ec4b1cc52e0a,10.31.191.112,,no_response,,,25005.1,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable; must answer within 25000ms [503]",hang_unbounded,unknown,
matrix:evaluation_trials:redis:error_500,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,redis,error_500,high,,fi-v1:matrix:evaluation_trials:redis:error_500,7394236e-855c-436c-8c1e-6cf59a1d40d0,10.12.124.197,200,success_json,,,1.3,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:evaluation_trials:redis:unauthorized_401,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,redis,unauthorized_401,high,,fi-v1:matrix:evaluation_trials:redis:unauthorized_401,53589069-038c-42b1-a0a5-841c7d4cfdb3,10.219.16.226,200,success_json,,,0.7,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:evaluation_trials:redis:network_error,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,redis,network_error,high,,fi-v1:matrix:evaluation_trials:redis:network_error,98cef7d6-d454-4505-8635-b1b6bb56c874,10.185.56.152,200,success_json,,,0.9,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:evaluation_trials:redis:malformed_json,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,redis,malformed_json,medium,,fi-v1:matrix:evaluation_trials:redis:malformed_json,17d7af4c-63c6-4922-b792-2f6641823d67,10.224.1.152,200,success_json,,,0.8,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:evaluation_trials:redis:wrong_shape,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,redis,wrong_shape,medium,,fi-v1:matrix:evaluation_trials:redis:wrong_shape,9260957a-2e6e-400c-8919-b4dceec813ca,10.238.110.81,200,success_json,,,0.8,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:evaluation_trials:redis:slow_300ms,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,redis,slow_300ms,high,,fi-v1:matrix:evaluation_trials:redis:slow_300ms,6f2a1645-2c36-45ea-91fa-2e134a57d98d,10.247.145.109,200,success_json,,,1505,9,5,true,false,200,slow redis must still yield the healthy baseline,degraded_ok,success,
matrix:evaluation_trials:redis:hang,matrix,evaluation_trials,POST,/v1/me/evaluation/trials,redis,hang,high,,fi-v1:matrix:evaluation_trials:redis:hang,22809cb4-c00e-487c-8c25-3131c3b51ba1,10.222.118.202,200,success_json,,,6009.9,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:progress:auth:down_503,matrix,progress,GET,/v1/progress,auth,down_503,high,,fi-v1:matrix:progress:auth:down_503,0b96aaec-b800-4dd1-9f7c-90b1a9ace756,10.220.78.198,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:progress:auth:error_500,matrix,progress,GET,/v1/progress,auth,error_500,high,,fi-v1:matrix:progress:auth:error_500,0daf67bb-31f6-4840-ba69-641219fca157,10.184.43.13,401,generic_error,,The session is no longer valid. Sign in again.,0.7,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:progress:auth:gateway_502_html,matrix,progress,GET,/v1/progress,auth,gateway_502_html,high,,fi-v1:matrix:progress:auth:gateway_502_html,75e59cb2-6cd1-4c5e-a205-4a4ee829f432,10.80.84.59,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:progress:auth:network_error,matrix,progress,GET,/v1/progress,auth,network_error,high,,fi-v1:matrix:progress:auth:network_error,5f1e7fe2-0d34-439e-a926-d3a514861f97,10.180.35.145,401,generic_error,,The session is no longer valid. Sign in again.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:progress:auth:malformed_json,matrix,progress,GET,/v1/progress,auth,malformed_json,medium,,fi-v1:matrix:progress:auth:malformed_json,86e7bedb-9a4c-4d12-a8b0-8600ea06b16d,10.149.242.67,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:progress:auth:wrong_shape,matrix,progress,GET,/v1/progress,auth,wrong_shape,low,,fi-v1:matrix:progress:auth:wrong_shape,a98db378-aeba-41b6-bd19-f1df01909f9f,10.205.8.41,401,generic_error,,The session does not belong to a Google or Apple account.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:progress:auth:empty_body,matrix,progress,GET,/v1/progress,auth,empty_body,medium,,fi-v1:matrix:progress:auth:empty_body,8076921d-6338-454c-9a4a-a33eef96385f,10.61.54.120,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:progress:auth:slow_1500ms,matrix,progress,GET,/v1/progress,auth,slow_1500ms,high,,fi-v1:matrix:progress:auth:slow_1500ms,ea26df92-823d-4475-bc03-02a84f58f0be,10.104.107.107,200,success_json,,,1503.9,10,1,true,false,200,slow auth must still yield the healthy baseline,degraded_ok,success,
matrix:progress:auth:hang,matrix,progress,GET,/v1/progress,auth,hang,high,,fi-v1:matrix:progress:auth:hang,bbab0311-dbad-4002-8708-629159dc2c2d,10.175.175.209,,no_response,,,25010.9,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token); must answer within 25000ms [503],hang_unbounded,unknown,
matrix:progress:rest:error_500,matrix,progress,GET,/v1/progress,rest,error_500,high,,fi-v1:matrix:progress:rest:error_500,b8372d54-c170-4f7a-89a2-f3074dc08381,10.234.233.241,503,generic_error,,Progress is temporarily unavailable. Please try again.,1,9,2,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:progress:rest:down_503,matrix,progress,GET,/v1/progress,rest,down_503,high,,fi-v1:matrix:progress:rest:down_503,a4338f7f-480a-4b29-8b5f-b977f62187ce,10.104.237.35,503,generic_error,,Progress is temporarily unavailable. Please try again.,7004.4,15,8,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:progress:rest:gateway_502_html,matrix,progress,GET,/v1/progress,rest,gateway_502_html,high,,fi-v1:matrix:progress:rest:gateway_502_html,7ab5834d-abf2-4ba3-8977-31d9bde18b3b,10.171.140.5,503,generic_error,,Progress is temporarily unavailable. Please try again.,0.8,9,2,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:progress:rest:network_error,matrix,progress,GET,/v1/progress,rest,network_error,high,,fi-v1:matrix:progress:rest:network_error,e8f062b1-b4c2-42a3-8593-a01f20ec1f57,10.0.117.212,503,generic_error,,Progress is temporarily unavailable. Please try again.,7004.3,15,8,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:progress:rest:malformed_json,matrix,progress,GET,/v1/progress,rest,malformed_json,medium,,fi-v1:matrix:progress:rest:malformed_json,83f42e0e-a964-4b6b-8839-15fe59301f9f,10.58.239.120,503,generic_error,,Progress is temporarily unavailable. Please try again.,0.9,9,2,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:progress:rest:wrong_shape,matrix,progress,GET,/v1/progress,rest,wrong_shape,low,,fi-v1:matrix:progress:rest:wrong_shape,f806bf34-e71c-4fad-827b-98ab63b41ac0,10.61.51.146,500,generic_error,,Something went wrong. Please try again.,0.9,9,2,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",unhandled_500,retryable,
matrix:progress:rest:empty_body,matrix,progress,GET,/v1/progress,rest,empty_body,medium,,fi-v1:matrix:progress:rest:empty_body,50689514-be25-4a68-80ed-419763f246e3,10.111.87.5,200,success_json,,,0.8,10,2,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,success,
matrix:progress:rest:hang,matrix,progress,GET,/v1/progress,rest,hang,high,,fi-v1:matrix:progress:rest:hang,2e8d2b7c-c22a-410b-bdb0-24cebd9f67ed,10.123.21.95,,no_response,,,25001.2,9,2,true,false,200,DB failure → generic 503; must answer within 25000ms [503],hang_unbounded,unknown,
matrix:progress:redis:error_500,matrix,progress,GET,/v1/progress,redis,error_500,high,,fi-v1:matrix:progress:redis:error_500,4cb5d891-9b09-4355-93d6-9dce639119b0,10.89.48.97,200,success_json,,,1.4,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:progress:redis:unauthorized_401,matrix,progress,GET,/v1/progress,redis,unauthorized_401,high,,fi-v1:matrix:progress:redis:unauthorized_401,72a43bda-ba57-4862-9476-8a95769b71bd,10.171.40.170,200,success_json,,,0.8,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:progress:redis:network_error,matrix,progress,GET,/v1/progress,redis,network_error,high,,fi-v1:matrix:progress:redis:network_error,b5bc18c3-6332-4a59-8ca5-a03045c8e153,10.114.164.188,200,success_json,,,0.8,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:progress:redis:malformed_json,matrix,progress,GET,/v1/progress,redis,malformed_json,medium,,fi-v1:matrix:progress:redis:malformed_json,38c332de-f2b3-4e52-929a-705b0ddfa55e,10.72.188.202,200,success_json,,,0.7,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:progress:redis:wrong_shape,matrix,progress,GET,/v1/progress,redis,wrong_shape,medium,,fi-v1:matrix:progress:redis:wrong_shape,f55c0837-d032-42ab-976f-f0f1d7401605,10.160.108.248,200,success_json,,,0.6,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:progress:redis:slow_300ms,matrix,progress,GET,/v1/progress,redis,slow_300ms,high,,fi-v1:matrix:progress:redis:slow_300ms,cd66946e-34bc-4e7f-a9da-e488c3817e99,10.79.236.56,200,success_json,,,2107.9,10,7,true,false,200,slow redis must still yield the healthy baseline,degraded_ok,success,
matrix:progress:redis:hang,matrix,progress,GET,/v1/progress,redis,hang,high,,fi-v1:matrix:progress:redis:hang,a744e836-4752-4b98-94f8-a2928b6c0a93,10.239.191.194,200,success_json,,,8411.9,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:rank:auth:down_503,matrix,rank,GET,/v1/rank,auth,down_503,high,,fi-v1:matrix:rank:auth:down_503,17166c10-29b6-4963-95b0-14325cb014de,10.95.45.198,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:rank:auth:error_500,matrix,rank,GET,/v1/rank,auth,error_500,high,,fi-v1:matrix:rank:auth:error_500,155f0c22-594d-4e45-ad35-60ea59b9d128,10.245.176.62,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:rank:auth:gateway_502_html,matrix,rank,GET,/v1/rank,auth,gateway_502_html,high,,fi-v1:matrix:rank:auth:gateway_502_html,475c0860-75b2-47a6-8d0d-55c43408642d,10.36.78.160,401,generic_error,,The session is no longer valid. Sign in again.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:rank:auth:network_error,matrix,rank,GET,/v1/rank,auth,network_error,high,,fi-v1:matrix:rank:auth:network_error,6e4d9b99-0542-4f6e-ba28-37158cfe9778,10.103.106.93,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:rank:auth:malformed_json,matrix,rank,GET,/v1/rank,auth,malformed_json,medium,,fi-v1:matrix:rank:auth:malformed_json,f61a9c20-b4fa-471b-9b06-3479c94823a1,10.224.237.205,401,generic_error,,The session is no longer valid. Sign in again.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:rank:auth:wrong_shape,matrix,rank,GET,/v1/rank,auth,wrong_shape,low,,fi-v1:matrix:rank:auth:wrong_shape,a6d54501-f871-4099-80f9-7a4f815f30e0,10.82.116.15,401,generic_error,,The session does not belong to a Google or Apple account.,0.2,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:rank:auth:empty_body,matrix,rank,GET,/v1/rank,auth,empty_body,medium,,fi-v1:matrix:rank:auth:empty_body,66bbf62a-193d-483c-aff5-30515cc5fe24,10.121.6.135,401,generic_error,,The session is no longer valid. Sign in again.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:rank:auth:slow_1500ms,matrix,rank,GET,/v1/rank,auth,slow_1500ms,high,,fi-v1:matrix:rank:auth:slow_1500ms,d25b2286-d673-4a19-95a8-c4eba40800d9,10.21.34.157,200,success_json,,,1502.7,10,1,true,false,200,slow auth must still yield the healthy baseline,degraded_ok,success,
matrix:rank:auth:hang,matrix,rank,GET,/v1/rank,auth,hang,high,,fi-v1:matrix:rank:auth:hang,55b0ad6a-c87a-40e2-bc77-853c558c5f24,10.164.248.124,,no_response,,,25002.3,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token); must answer within 25000ms [503],hang_unbounded,unknown,
matrix:rank:rest:error_500,matrix,rank,GET,/v1/rank,rest,error_500,high,,fi-v1:matrix:rank:rest:error_500,54b05fff-5c6d-41b1-8d39-901702a62e3c,10.117.58.19,503,generic_error,,Player rank is temporarily unavailable. Please try again.,1.1,9,2,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:rank:rest:down_503,matrix,rank,GET,/v1/rank,rest,down_503,high,,fi-v1:matrix:rank:rest:down_503,3f209246-1f52-4664-8122-cd5b6727697c,10.11.209.19,503,generic_error,,Player rank is temporarily unavailable. Please try again.,7004.3,15,8,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:rank:rest:gateway_502_html,matrix,rank,GET,/v1/rank,rest,gateway_502_html,high,,fi-v1:matrix:rank:rest:gateway_502_html,e6c93f58-4518-4e69-a27b-940b3cf68030,10.188.128.249,503,generic_error,,Player rank is temporarily unavailable. Please try again.,1.2,9,2,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:rank:rest:network_error,matrix,rank,GET,/v1/rank,rest,network_error,high,,fi-v1:matrix:rank:rest:network_error,3068ed59-e35c-41f2-b6ca-764d34929ea3,10.197.63.41,503,generic_error,,Player rank is temporarily unavailable. Please try again.,7004.6,15,8,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:rank:rest:malformed_json,matrix,rank,GET,/v1/rank,rest,malformed_json,medium,,fi-v1:matrix:rank:rest:malformed_json,64f7ebe2-af5d-446c-9b74-81a6e1b45bce,10.141.72.195,503,generic_error,,Player rank is temporarily unavailable. Please try again.,0.7,9,2,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:rank:rest:wrong_shape,matrix,rank,GET,/v1/rank,rest,wrong_shape,low,,fi-v1:matrix:rank:rest:wrong_shape,824fd2fa-507b-433a-8651-5535bce4e606,10.52.55.205,500,generic_error,,Something went wrong. Please try again.,1.1,9,2,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",unhandled_500,retryable,
matrix:rank:rest:empty_body,matrix,rank,GET,/v1/rank,rest,empty_body,medium,,fi-v1:matrix:rank:rest:empty_body,0c407d72-ce32-49cc-8ed2-7304aa207f73,10.157.96.145,200,success_json,,,0.7,10,2,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,success,
matrix:rank:rest:hang,matrix,rank,GET,/v1/rank,rest,hang,high,,fi-v1:matrix:rank:rest:hang,17f30eca-43ab-4128-8bfe-3a33b3bc57aa,10.46.185.183,,no_response,,,25001.2,9,2,true,false,200,DB failure → generic 503; must answer within 25000ms [503],hang_unbounded,unknown,
matrix:rank:redis:error_500,matrix,rank,GET,/v1/rank,redis,error_500,high,,fi-v1:matrix:rank:redis:error_500,42bd0baa-da79-4b79-b914-edfda6333870,10.27.12.44,200,success_json,,,1.1,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:rank:redis:unauthorized_401,matrix,rank,GET,/v1/rank,redis,unauthorized_401,high,,fi-v1:matrix:rank:redis:unauthorized_401,51c2cfb4-67fc-4140-aa04-0c3a10548702,10.33.32.122,200,success_json,,,1.2,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:rank:redis:network_error,matrix,rank,GET,/v1/rank,redis,network_error,high,,fi-v1:matrix:rank:redis:network_error,2e0df996-9ea4-4ec2-8f5a-9483941f8267,10.100.96.185,200,success_json,,,0.6,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:rank:redis:malformed_json,matrix,rank,GET,/v1/rank,redis,malformed_json,medium,,fi-v1:matrix:rank:redis:malformed_json,a6e2ccc3-8e6e-4075-9150-09ae5f504ba3,10.168.1.88,200,success_json,,,0.6,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:rank:redis:wrong_shape,matrix,rank,GET,/v1/rank,redis,wrong_shape,medium,,fi-v1:matrix:rank:redis:wrong_shape,d0278eeb-465c-4462-bed6-80947128408a,10.57.136.180,200,success_json,,,0.6,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:rank:redis:slow_300ms,matrix,rank,GET,/v1/rank,redis,slow_300ms,high,,fi-v1:matrix:rank:redis:slow_300ms,0ff6dbdf-453a-4ef6-8db9-ed98eb14cc2e,10.64.98.83,200,success_json,,,2107.3,10,7,true,false,200,slow redis must still yield the healthy baseline,degraded_ok,success,
matrix:rank:redis:hang,matrix,rank,GET,/v1/rank,redis,hang,high,,fi-v1:matrix:rank:redis:hang,205dbfa3-f109-4841-9e84-30bb7bf0f2f1,10.155.102.9,200,success_json,,,8412.1,10,7,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:consent_status:auth:down_503,matrix,consent_status,GET,/v1/me/consent/status,auth,down_503,high,,fi-v1:matrix:consent_status:auth:down_503,1e9c3a96-dd55-49c4-a45f-5b9e38388914,10.159.244.221,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:consent_status:auth:error_500,matrix,consent_status,GET,/v1/me/consent/status,auth,error_500,high,,fi-v1:matrix:consent_status:auth:error_500,30502416-84aa-40ad-bed8-6a85ad4dd172,10.105.71.93,401,generic_error,,The session is no longer valid. Sign in again.,0.7,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:consent_status:auth:gateway_502_html,matrix,consent_status,GET,/v1/me/consent/status,auth,gateway_502_html,high,,fi-v1:matrix:consent_status:auth:gateway_502_html,77d4d9f4-9bb4-41ba-92d1-60dad3e9ad9d,10.23.30.103,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:consent_status:auth:network_error,matrix,consent_status,GET,/v1/me/consent/status,auth,network_error,high,,fi-v1:matrix:consent_status:auth:network_error,4205c64e-2b43-4182-ba81-f1105e59fd35,10.28.37.179,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:consent_status:auth:malformed_json,matrix,consent_status,GET,/v1/me/consent/status,auth,malformed_json,medium,,fi-v1:matrix:consent_status:auth:malformed_json,c1180bda-6f06-45a6-8621-bf989b4cb300,10.142.100.163,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:consent_status:auth:wrong_shape,matrix,consent_status,GET,/v1/me/consent/status,auth,wrong_shape,low,,fi-v1:matrix:consent_status:auth:wrong_shape,791991f6-183d-46e3-9e29-e5faad754c5c,10.213.227.229,401,generic_error,,The session does not belong to a Google or Apple account.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:consent_status:auth:empty_body,matrix,consent_status,GET,/v1/me/consent/status,auth,empty_body,medium,,fi-v1:matrix:consent_status:auth:empty_body,c74fdf18-9d73-4b31-a546-00524b6e9c9c,10.121.5.130,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:consent_status:auth:slow_1500ms,matrix,consent_status,GET,/v1/me/consent/status,auth,slow_1500ms,high,,fi-v1:matrix:consent_status:auth:slow_1500ms,6e4cfe26-9fc2-46f0-b99e-8ec92c0178ce,10.224.75.83,200,success_json,,,1502.9,7,1,true,false,200,slow auth must still yield the healthy baseline,degraded_ok,success,
matrix:consent_status:auth:hang,matrix,consent_status,GET,/v1/me/consent/status,auth,hang,high,,fi-v1:matrix:consent_status:auth:hang,a62735d0-b3f7-4355-b05f-f8f95310866a,10.89.184.88,,no_response,,,25001.9,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token); must answer within 25000ms [503],hang_unbounded,unknown,
matrix:consent_status:rest:error_500,matrix,consent_status,GET,/v1/me/consent/status,rest,error_500,high,,fi-v1:matrix:consent_status:rest:error_500,b870e626-5dce-4fec-bddd-528de5344bb4,10.205.105.93,503,generic_error,,Consent status is temporarily unavailable. Please try again.,0.8,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:consent_status:rest:down_503,matrix,consent_status,GET,/v1/me/consent/status,rest,down_503,high,,fi-v1:matrix:consent_status:rest:down_503,ff554e79-e4c9-4c86-8350-7557bbe8a020,10.22.51.231,503,generic_error,,Consent status is temporarily unavailable. Please try again.,7011.7,10,4,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:consent_status:rest:gateway_502_html,matrix,consent_status,GET,/v1/me/consent/status,rest,gateway_502_html,high,,fi-v1:matrix:consent_status:rest:gateway_502_html,9e9e3f68-858a-4ed4-b83c-82862030aba3,10.125.177.157,503,generic_error,,Consent status is temporarily unavailable. Please try again.,0.7,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:consent_status:rest:network_error,matrix,consent_status,GET,/v1/me/consent/status,rest,network_error,high,,fi-v1:matrix:consent_status:rest:network_error,6372a3af-2d0e-435f-b5c4-97c0712b37da,10.108.25.204,503,generic_error,,Consent status is temporarily unavailable. Please try again.,7006,10,4,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:consent_status:rest:malformed_json,matrix,consent_status,GET,/v1/me/consent/status,rest,malformed_json,medium,,fi-v1:matrix:consent_status:rest:malformed_json,aeb1b9bb-ec08-480c-841f-82505da9cbca,10.174.66.133,503,generic_error,,Consent status is temporarily unavailable. Please try again.,0.8,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:consent_status:rest:wrong_shape,matrix,consent_status,GET,/v1/me/consent/status,rest,wrong_shape,low,,fi-v1:matrix:consent_status:rest:wrong_shape,12a3b8e6-f572-4b25-9e83-eed4d9b03d51,10.193.73.17,500,generic_error,,Something went wrong. Please try again.,0.8,7,1,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",unhandled_500,retryable,
matrix:consent_status:rest:empty_body,matrix,consent_status,GET,/v1/me/consent/status,rest,empty_body,medium,,fi-v1:matrix:consent_status:rest:empty_body,9c2e7913-4ff2-454d-86f6-cc5e903f8834,10.132.41.146,200,success_json,,,0.6,7,1,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,success,
matrix:consent_status:rest:hang,matrix,consent_status,GET,/v1/me/consent/status,rest,hang,high,,fi-v1:matrix:consent_status:rest:hang,ac660ba3-f796-4fa5-a3c1-a5265b7b8da4,10.105.120.62,,no_response,,,25000.3,7,1,true,false,200,DB failure → generic 503; must answer within 25000ms [503],hang_unbounded,unknown,
